episode,total_steps,episode_reward,episode_length,mean_reward_100,vehicles_processed,total_waiting_time,final_queue_length,convergence_metric,training_time_hours
345,0,-199,19,-190.76,0,0,0,-7.400000000000006,0.010811733669704861
346,0,-171,16,-190.43,0,0,0,-3.0,0.010832815832561916
347,0,-205,20,-190.75,0,0,0,-0.700000000000017,0.010852225422859192
348,0,-182,17,-190.42,0,0,0,-9.099999999999994,0.01086830781565772
349,0,-177,17,-190.04,0,0,0,-5.199999999999989,0.010885185930464003
350,0,-182,18,-190.03,3,0,0,0.799999999999983,0.010901074806849162
351,0,-204,19,-190.09,0,0,0,-5.5,0.01092590093612671
352,0,-194,19,-189.98,0,0,0,-5.099999999999994,0.010950729184680515
353,0,-168,18,-189.94,0,0,0,9.5,0.010972271627850003
354,0,-171,16,-189.66,0,0,0,10.599999999999994,0.010990553167131212
355,0,-178,18,-189.28,0,0,0,14.300000000000011,0.011009363995658026
356,0,-183,18,-189.55,0,0,0,10.299999999999983,0.011027502483791776
357,0,-221,21,-189.88,0,0,0,9.800000000000011,0.01105233801735772
358,0,-167,16,-189.34,2,0,0,11.900000000000006,0.011072760754161411
359,0,-172,17,-188.9,0,0,0,10.699999999999989,0.011096179021729363
360,0,-216,21,-189.24,0,0,0,3.4000000000000057,0.011121506492296854
361,0,-161,16,-189.29,0,0,0,11.900000000000006,0.01113941232363383
362,0,-183,18,-188.97,0,0,0,11.900000000000006,0.011159489022360908
363,0,-234,24,-189.61,0,0,0,-1.5999999999999943,0.011188224752744039
364,0,-166,16,-189.33,0,0,0,-2.799999999999983,0.011211351421144274
365,0,-183,18,-189.06,0,0,0,-5.400000000000006,0.011238515973091126
366,0,-188,18,-189.11,0,0,0,-4.699999999999989,0.01125922335518731
367,0,-161,16,-188.79,0,0,0,2.9000000000000057,0.011278365916675992
