episode,total_steps,episode_reward,episode_length,mean_reward_100,vehicles_processed,total_waiting_time,final_queue_length,convergence_metric,training_time_hours
176,704,0,4,0.0,0,0,0,0.0,0.00011027230156792535
177,708,0,4,0.0,0,0,0,0.0,0.00011082841290367974
178,712,0,4,0.0,0,0,0,0.0,0.00011138333214653863
179,716,0,4,0.0,0,0,0,0.0,0.00011166652043660482
180,720,0,4,0.0,0,0,0,0.0,0.00011233097977108425
181,724,0,4,0.0,0,0,0,0.0,0.00011288709110683864
182,728,0,4,0.0,0,0,0,0.0,0.00011330531703101263
183,732,0,4,0.0,0,0,0,0.0,0.00011386255423227946
184,736,0,4,0.0,0,0,0,0.0,0.0001144184668858846
185,740,0,4,0.0,0,0,0,0.0,0.0001148374875386556
186,744,0,4,0.0,0,0,0,0.0,0.00011539326773749458
187,748,0,4,0.0,0,0,0,0.0,0.0001159488492541843
188,752,0,4,0.0,0,0,0,0.0,0.00011650396717919244
189,756,0,4,0.0,0,0,0,0.0,0.00011706001228756374
190,760,0,4,0.0,0,0,0,0.0,0.00011747744348314073
191,764,0,4,0.0,0,0,0,0.0,0.00011803461445702448
192,768,0,4,0.0,0,0,0,0.0,0.00011858999729156494
193,772,0,4,0.0,0,0,0,0.0,0.00011886775493621826
194,776,0,4,0.0,0,0,0,0.0,0.00011942320399814182
195,780,0,4,0.0,0,0,0,0.0,0.0001199785868326823
196,784,0,4,0.0,0,0,0,0.0,0.00012054204940795898
197,788,0,4,0.0,0,0,0,0.0,0.0001208202044169108
198,792,0,4,0.0,0,0,0,0.0,0.00012137571970621744
199,796,0,4,0.0,0,0,0,0.0,0.00012193063894907634
200,800,0,4,0.0,0,0,0,0.0,0.00012248641914791532
201,804,0,4,0.0,0,0,0,0.0,0.00012375103102789986
202,808,0,4,0.0,0,0,0,0.0,0.00012430654631720648
203,812,0,4,0.0,0,0,0,0.0,0.00012486570411258274
204,816,0,4,0.0,0,0,0,0.0,0.0001251400179333157
205,820,0,4,0.0,0,0,0,0.0,0.0001263946294784546
206,824,0,4,0.0,0,0,0,0.0,0.00012722790241241456
207,828,0,4,0.0,0,0,0,0.0,0.00012778328524695504
208,832,0,4,0.0,0,0,0,0.0,0.00012833833694458007
209,836,0,4,0.0,0,0,0,0.0,0.00012891822391086153
210,840,0,4,0.0,0,0,0,0.0,0.00012947373920016818
211,844,0,4,0.0,0,0,0,0.0,0.00013002912203470866
212,848,0,4,0.0,0,0,0,0.0,0.0001305842399597168
213,852,0,4,0.0,0,0,0,0.0,0.00013113975524902343
214,856,0,4,0.0,0,0,0,0.0,0.00013173864947424994
215,860,0,4,0.0,0,0,0,0.0,0.00013229389985402426
216,864,0,4,0.0,0,0,0,0.0,0.00013284961382548015
